text,label
"nama1 gedung manunggal tridaya pucakti pusenkav teh 1,5 ternyata wkwk",normal
plg yth! no anda 081310xx m dpt hadiah all new avanza dr pt.telkomsel pin anda b89c7h9 info klik,penipuan
sekalian aku mau nanya alur dari rawat inap ke lab sama radiologi. kalau obat kan ga ada yang ngolah.,normal
"solusi khusus pemegang kartu kredit, nikmati kredit tanpa angunan dari bank asing 5 99 jt 1,79 100 150 jt 1,5 hub lukman 081586769255 021 94828857",penipuan
kalau mau bikin model controller mending per apa y?,normal
buruan download registrasi mycare di dan dapatkan promo 10gb 4g di paket freedoom m l dengan harga khusus hanya hari ini.,promo
kirimi dulu pulsa 20ewu di no ini 085285485839 mas agus,penipuan
"da gapapa public juga, asal jangan ada yang dimasukin.",normal
"melayani fasilitas pinjaman dana tunai melalui jaminan bpkb mobil. cover area seluruh daerah indonesia..bunga 0,8 1 flat bulan, no bi cheking, proses cepat,, data lngsng dijemput pihak survey kami bfi finance hub oktra mariadi sihaloho cp 082122483312",penipuan
pt.bni persero tbk. rekening anda terpilih dapat rp.27jt dari rejeki bni taplus. kode cek 02599875 silahkan klik,penipuan
keputusan resmi 3care selamat no.anda terpilih m dpt tabungan rp.35jt pin m902cx8j info kelik,penipuan
buat yg mahasiswa baru,normal
jadinya aku ambil bulanan sampe desember. tapi sekamar berdua sama sodara aku,normal
"pinjaman s d 1 miliard jaminan bpkb mobil truck min th 1998. bunga 0,8 . syarat mudah. proses1hari pt. bunas finance tbk cover all wilayah andi 08133013449",penipuan
"dapatkan bonus pulsa hg 50rb jika isi ulang di hari minggu, isi ulang mulai dr 10rb. ktk gratis krm ke 123. panduan ketik pan krm ke123. cek bonus tekan 55 3",promo
teh jadi mau ketemuan,normal
mgkin periksa nama id di view jg sep,normal
"saya ijin undur diri, kalau ada kepentingan mangga di japri saja. terima kasih middle eastern woman",normal
paket anda sudah di non aktifkan atas permintaan anda. penggunaan internet anda akan di kenakan tariff dasar internet sesuai skema tariff kartu anda. hubungi 363 untuk aktifkan paket internet lainnya. info lebih lanjut,promo
"mega prima tama promo discon 20 50 blackberry dacota rp. 2.700.00 onyx 2 rp. 1,8 iphon,ipad laptop, camera, dll info pin bb 2a9ea404",penipuan
"info pla assalam..bagi yg ambil mk pla wajib kumpul pada hari tgl kamis,25 agustus 2016 pukul 10.00 wibb..agenda pembekalan dan penjelasan pla.tempat gdg jica lt.3 r.s301.demikian informasiny..harap diperhatikan d disebarkan",normal
selamat ulang tahun semoga panjang umur dan sehat selalu,normal
"2016 08 07 11 29 47.plg yth, sisa kuota flash anda 7160kb. download mytelkomsel apps di utk cek kuota beli paket flash atau hub 363",promo
"wooh ada yg mau nikah lagi, udah lulus langsung diiket",normal
pangmeulikeun heula pulsa bpa anu simpati 20ribu we ke digantian ku bpa ieu nomor na nya 081356256931,penipuan
"pemakaian internet kamu sdh mencapai batasfup,kecepatan akan disesuaikan.lebih eksis dgninternetgaul bulanan cuma rp29,900! info838",normal
"pelanggan yth, anda mendapatkan hadiah ke 2 dari, poin plus plus indosat. pin pemenang b89c7h9 info pemenang klik",penipuan
paket 1.5gb berhasil diaktifkan. restart hape kamu utk dpt menikmati kuota internetan selama 90hari. cek sisa kuota di 557 8,promo
"mau cepat gift paket extra kuota internet ga mau ribet isi ulang pulsa? download aja aplikasi mycare, smuanya jadi mudah. install di",promo
surat keputusan pt.tri.3 slamat no.08966xx resmi m dptkan honda jazz rs kode pin 477bfg7s info hub 08606490199 klik,penipuan
mau uang tunai 1jt?ayo gabung layanan video cliponyu keluarkan jurus gombal mu yg paling dahsyat utk host2 cantik cliponyu. ketik clip ke 9900.cs 0212965733,penipuan
"gatau tadi bapa nya keburu jumatan , pokonya suruh ngumpul dlu gt katanya",normal
"maaf, aku lupaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaan",normal
selamat anda t rpilih l ngsung m ndptkan hadiah dr pt.telkomsel rp 75jt.u info hubungi pusat 085245780079 drs.h.mulyadi pelaksana telkomsel,penipuan
kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,normal
semangat!! aku jg nanti bunganya aku titipin ya. eh mau bunga atau makanan wid?,normal
karena kamu pelanggan setia kamu bisa tukarkan hp smartfrenmu dg andromax e 4g lte hny 859rb nrml 99rb . segera ke galeri smartfren,promo
"toko jaya bb,, discount 50 berbagai type blackberry gemini 900 ribu, torch 2,5 jt, dakota 2,8 jta nokia samsung, info klik",penipuan
min kalo ada inpo kosan perbulan share ya,normal
"assalamu alaikum,saya reski dr costumer servis tri plaza semanggi lt.1 jl.jend sudirman jkt pst sdh m hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt sms sebelum jatuh tempo, bahwa no.anda menang undian dr tri 2014 jenis hadiah 1unit mobil suzuki ertiga new,dengan pin 2d45cs77, jadi silahkan cek terlebih dahulu di website hub 021 4016177 0899417988",penipuan
pesan resmi selamat no simcard anda m dptkam hadiah cek.rp.35juta dr tri care pin 7y7r8k9z info keik,penipuan
blm aku cek min mau apa? kalau penting bgt nanti aku gedorin,normal
"supaya kita bisa mulai cepat, tolong posisi duduknya diatur dari awal, diberi jarak satu kolom kosong selang seling.",normal
"assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10 30, exhibition fpmipa b love hayuu teh ditungguu",normal
yg ragu sm bulet datar atau yg pgn ikutan debat kusir v,normal
"isi ulang kuota 3gb berhasil, dan kuota tlh ditambahkan. nikmati juga bonus nelpon ke semua tri rp10rb, cek bonus di 11 2 atau bimatri.",promo
"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",normal
kalo pake daging yg dah direbus enak gak dijadiin sate?,normal
"aku ada spagetti, tp usah kaldaluarsa belum yah",normal
